
1400,4022,4.0
151536,3253,2.5
129808,3671,4.0
240373,589,4.0
113385,115149,4.0
146911,589,3.5
203215,4022,4.0
78610,3671,4.0
71107,589,4.5
163865,97938,2.0
218187,6502,3.5
65356,6502,4.0
74693,1197,4.5
229504,6502,3.5
202865,1059,3.5
220217,589,5.0
28899,1120,3.0
34619,3253,3.5
135358,1370,3.0
178010,589,2.5
83082,4022,4.0
58790,589,3.0
74841,1370,4.0
29589,115149,4.0
155022,1801,3.5
182658,6502,4.0
217497,115149,4.5
112598,3671,4.0
91959,97938,3.5
257357,4069,2.0
264100,1059,5.0
264601,204,2.0
231331,4022,4.5
100888,204,0.5
107576,589,5.0
231575,1370,3.0
169847,589,3.0
64553,589,3.5
198492,3253,1.5
199015,6502,2.5
1757,589,3.0
10555,2471,3.0
248922,1370,4.5
43609,1396,4.0
146406,3253,2.0
29417,1396,4.0
282953,4022,4.0
79338,589,3.5
277968,97938,4.5
216371,204,4.0
70836,2471,3.0
19661,589,3.5
48724,589,4.0
195446,4022,4.0
80949,3253,3.5
125217,1801,2.5
86967,246,2.0
174390,1197,4.0
158052,762,3.0
141668,589,3.5
44938,589,4.0
103389,1370,3.5
216310,1059,2.5
25288,97938,4.5
254577,1059,4.0
196553,1197,5.0
165327,589,4.0
162482,3253,4.0
14320,1120,2.0
43576,762,2.5
279525,4022,4.0
224734,6502,4.0
242226,1370,2.5
174193,204,1.5
6815,589,2.5
268733,1059,3.5
33419,1396,4.5
134984,3671,3.5
2159,1197,3.0
144302,1120,4.0
251014,1120,4.0
149735,1370,4.0
176815,589,4.0
62379,6502,4.5
150347,1197,4.5
256984,1120,4.0
196463,1370,2.0
261455,97938,4.0
180498,4022,2.5
332,4069,3.0
55185,3253,4.5
239445,1801,3.5
150027,589,3.0
122796,589,2.0
59276,97938,3.5
111883,3253,3.0
79499,204,3.0
161739,4022,4.5
270668,115149,1.5
206481,4022,4.0
260220,762,3.0
119520,589,5.0
111082,762,3.0
227664,1120,4.0
168517,6502,5.0
147014,1370,4.0
246610,1197,3.5
247796,1197,4.0
14812,2471,2.5
87814,1370,4.0
132581,6502,4.0
175992,6502,3.0
41456,589,4.5
275916,1370,3.5
94121,97938,3.0
221817,3671,4.5
29124,4022,4.0
94590,3285,3.5
12758,1197,3.0
230074,4022,3.0
202657,1197,1.0
73031,4022,2.5
88489,589,4.0
72808,3285,3.0
54291,1197,3.5
24431,589,5.0
276155,4022,4.5
149019,3285,3.0
261333,3285,2.5
202822,3671,4.0
98921,4069,1.5
52600,589,5.0
212554,6502,3.5
276915,4022,4.0
54937,1059,2.0
5160,4022,3.5
185449,3253,4.0
86958,1197,2.0
99858,2471,1.0
36814,1059,3.0
228822,3253,3.5
65764,1370,3.5
148722,3285,3.5
207710,1197,4.0
6836,97938,3.5
48196,589,5.0
206191,589,0.5
124615,6502,4.0
258991,1059,4.0
252041,1370,4.0
14327,246,4.0
78984,3253,4.0
207590,3253,4.0
74241,762,3.0
114861,2471,1.0
59436,1197,5.0
227135,3285,4.5
274162,1059,4.5
295,1370,2.0
18148,1370,4.0
229299,3671,3.0
90915,6502,3.5
43851,3253,3.0
202050,762,2.0
112007,3253,3.0
247210,1370,2.0
144499,589,4.0
201428,1370,1.5
279218,589,4.5
210069,3253,3.5
235621,3671,4.0
152153,3671,3.5
148350,1370,3.0
203982,1370,4.0
46462,204,1.5
259338,122922,4.0
95606,1370,4.0
203508,1197,3.0
213867,589,3.5
219434,1197,3.0
102416,1370,2.0
35074,4022,4.0
138376,3285,2.0
215998,1120,3.5
241794,2471,2.5
238997,589,3.0
5993,3253,1.5
150215,1197,4.0
172601,589,4.0
144870,4022,4.0
273351,1197,5.0
42472,1197,4.0
31488,1120,3.0
104396,1120,4.0
280541,246,5.0
44830,1059,4.5
22832,1197,3.0
249016,3671,4.0
2244,6502,3.5
177291,3671,4.0
158886,4069,4.0
162466,589,5.0
268933,1197,4.5
199857,1059,5.0
22161,589,5.0
117982,589,4.0
126689,1059,4.5
128161,1370,2.0
124342,3285,2.0
163241,1059,4.0
157046,4022,0.5
66925,3671,3.5
187165,115149,2.0
33752,4022,3.5
64720,3671,5.0
51288,6502,3.0
219434,246,5.0
174071,1120,3.5
226020,589,3.0
22873,4022,4.0
42106,1370,4.0
1523,589,2.5
265010,97938,3.0
168976,4022,4.5
261734,1801,1.0
112402,6502,4.5
61679,2471,2.0
68009,3285,4.0
9038,6502,5.0
259879,3671,5.0
151355,1120,3.0
183091,4022,4.0
177291,1197,4.0
147766,3671,3.5
229103,589,5.0
186985,115149,4.5
171551,3285,4.0
264629,1120,3.0
239,589,3.0
155987,3285,3.0
144366,1197,2.0
239170,589,3.0
275669,3253,4.0
249313,589,5.0
7960,4022,4.0
15665,6502,4.0
226499,1801,3.0
220647,589,4.0
4999,6502,3.0
10221,3253,4.0
229794,1197,3.5
88178,3253,2.5
24873,122922,4.0
204730,1801,3.0
64652,589,3.5
110412,1370,5.0
106224,4069,0.5
209812,115149,3.0
218043,3253,3.0
47200,1059,3.0
215364,1370,4.0
155764,1197,4.0
9211,3253,3.5
145942,1197,3.5
124798,589,2.5
33094,4022,4.0
48067,97938,5.0
128651,3253,4.5
152880,1120,2.0
127078,762,4.0
64585,1197,4.5
123901,1197,4.5
103971,2471,1.0
41239,246,3.0
7111,762,3.0
258935,589,4.0
68866,1801,3.0
172858,3671,4.0
216933,1197,3.0
33545,1801,4.0
213928,3253,3.0
63824,1197,5.0
192870,1396,4.0
193400,6502,3.5
152153,1801,2.5
18051,3285,3.5
49910,1801,2.0
109111,246,3.5
214078,1197,3.0
44771,1801,4.0
268729,3671,5.0
3994,1059,4.0
114187,1197,4.0
245462,4022,3.0
84336,6502,3.0
177502,4022,4.0
69306,1197,5.0
260012,1059,4.0
168030,4022,2.5
59375,1370,3.0
30689,589,3.5
58557,115149,3.0
233273,4022,3.5
155577,3671,3.0
70763,589,4.0
123421,589,3.0
75086,589,4.5
221940,1059,3.0
275000,115149,3.5
208052,1197,0.5
85989,246,4.5
205062,1370,3.0
201101,115149,3.5
198044,1197,5.0
224738,6502,4.0
177766,1396,5.0
104161,1197,4.0
246494,115149,5.0
63050,3253,3.5
166405,4022,3.0
236417,246,4.0
199702,1059,5.0
65369,1197,5.0
125617,115149,4.0
109026,3253,3.5
137806,4022,4.0
175212,1396,3.0
68856,1197,4.0
250158,589,4.0
233811,1370,3.0
160242,204,3.0
204133,589,5.0
282172,122922,4.0
30581,4022,3.5
97927,115149,2.5
7954,115149,4.0
107684,589,3.5
161218,4022,3.5
43097,762,1.0
149426,6502,0.5
153955,1396,5.0
154561,122922,3.5
103907,4022,4.0
192082,97938,2.0
152649,6502,4.0
175926,204,3.0
41894,762,1.5
256120,1120,3.0
280239,4069,3.0
182298,1801,3.5
156471,1801,5.0
13357,1197,5.0
170889,3253,1.5
111055,4069,3.0
92261,589,2.0
87942,4022,3.5
102171,589,3.0
133126,4022,5.0
174446,1197,5.0
206203,1197,5.0
193562,1370,4.0
238508,589,4.0
159646,1197,4.0
201321,1120,4.0
167706,122922,1.0
135755,1370,4.5
24606,4022,3.5
76693,246,3.5
113691,3285,3.5
208594,1197,4.5
177952,589,5.0
145247,1120,4.5
75103,589,4.0
266551,589,4.0
145766,589,4.0
30233,1059,1.5
122716,762,3.0
216167,3671,3.5
13665,589,5.0
79978,1396,3.5
142712,1801,3.0
91613,589,4.0
26210,1370,4.5
254186,589,4.0
17852,589,4.0
115584,3671,3.0
102410,1120,3.0
36430,1197,5.0
278022,6502,3.5
170060,762,2.0
67542,1197,5.0
38356,762,3.5
139424,3253,2.0
170284,246,3.5
214861,589,5.0
138724,3253,3.5
131346,4022,3.0
9778,3253,3.0
35082,1370,1.0
139237,4022,4.0
123185,589,4.5
265554,6502,3.5
225832,589,4.0
185325,115149,3.0
195448,97938,4.0
132009,4069,1.0
98609,246,3.5
63874,3671,5.0
141412,1059,4.0
27544,3253,4.0
118993,3253,4.5
80034,1801,3.5
131871,3285,4.0
198108,589,3.5
68909,6502,4.5
232348,6502,3.0
14384,589,4.0
216806,589,4.0
227953,3253,5.0
278589,3253,3.5
31602,4022,4.5
175363,1801,1.0
209745,115149,4.5
77328,1120,3.5
219702,1197,4.0
222923,1396,4.0
84514,3671,2.5
53369,1197,5.0
61087,1396,4.0
268714,97938,3.0
127326,3671,3.0
167052,204,1.0
73446,1059,3.0
120188,589,5.0
5346,4022,3.0
280859,115149,5.0
269257,1197,5.0
124510,4069,2.5
197268,762,2.0
172135,1396,2.5
7597,1396,4.0
231388,589,3.5
156450,1197,5.0
91151,1396,3.5
196908,246,2.5
76203,3253,3.0
81618,4069,2.0
247031,589,5.0
1930,1396,3.0
188667,4022,3.0
145317,2471,2.5
188130,115149,3.0
33732,1396,3.0
32066,1120,3.0
102324,6502,3.5
91135,3671,4.0
105409,3253,4.0
115403,6502,3.0
240709,204,4.0
56977,4022,2.0
247383,1197,5.0
264496,1197,4.5
78057,1370,4.0
262883,762,2.0
121256,115149,4.0
70372,4022,3.0
183433,122922,3.5
127645,1396,3.5
110271,3671,4.0
227845,589,4.0
8205,1370,3.0
173949,3285,4.0
48815,1801,2.5
223684,762,3.0
69323,3253,2.5
63744,3671,4.0
224875,1396,3.5
258780,3253,4.0
8323,1396,4.0
35379,4022,3.0
112775,1197,3.5
200949,1370,3.5
132860,2471,3.5
40189,589,2.0
75304,1197,4.5
8790,1059,2.5
91274,589,3.0
144661,4022,3.5
38807,115149,3.0
9954,4022,3.5
255286,1120,4.0
234524,589,4.5
127035,122922,3.0
89967,1370,3.0
113394,3253,2.0
248515,246,5.0
152900,3671,0.5
27511,122922,4.0
130413,4022,3.0
138377,589,3.5
221578,589,3.0
27903,1801,3.0
240946,1370,3.0
162290,4022,3.0
240982,589,5.0
175467,97938,3.0
250871,3253,3.0
33910,589,5.0
2929,1370,4.5
10473,1197,4.5
79450,1396,5.0
265920,589,3.0
93322,1059,3.0
125486,4022,2.5
248161,589,4.0
150867,3285,3.0
87168,6502,2.0
187548,122922,5.0
53996,4022,4.0
116783,4022,4.0
204432,115149,3.0
173643,6502,3.5
268772,1370,3.0
52268,1396,3.0
2571,1120,3.5
102122,115149,4.0
40058,4022,3.0
143386,1197,4.0
77328,1801,4.0
71165,1197,5.0
170046,97938,4.0
140182,3285,4.0
58932,1801,4.0
8003,1197,4.0
258508,589,4.5
154755,589,5.0
270051,1370,4.0
72307,97938,4.0
207647,2471,3.0
27352,2471,2.0
264386,4022,3.5
141927,1370,2.5
100561,246,2.0
161810,97938,3.5
168925,3671,3.0
28936,3253,4.5
226201,1120,4.0
121349,3671,5.0
109886,3285,3.0
133579,6502,4.0
259879,3253,4.0
127826,6502,4.5
153466,1120,3.0
18241,589,4.0
189725,1197,4.0
103907,3253,3.0
167752,3671,5.0
281847,6502,3.5
130413,1396,4.0
180563,1059,4.0
273250,6502,4.0
16168,4022,4.0
64624,589,4.5
70725,589,5.0
126253,6502,4.0
31452,1370,3.0
150146,3671,4.0
200132,6502,5.0
197430,6502,4.5
142802,1370,4.0
117574,1370,3.5
245602,1059,3.0
48678,3253,3.0
222093,3253,4.0
17878,1801,1.0
155561,1197,5.0
147211,1370,4.0
213801,589,4.5
82720,1370,3.0
143719,589,5.0
65265,1059,0.5
144964,1197,4.0
182245,3285,4.0
154153,3253,2.5
270986,1370,4.0
14091,3253,3.5
259331,97938,4.0
78479,3253,4.0
38123,1370,3.0
239798,1197,3.0
218086,1370,3.0
176139,204,2.5
8581,6502,5.0
165759,1396,4.0
121981,762,3.5
96168,3253,3.5
186026,1396,3.0
202319,1120,3.5
74210,1197,4.0
99228,2471,3.0
218125,115149,4.0
122843,589,3.5
169527,589,5.0
201148,97938,4.0
153667,1197,4.0
129744,1370,2.0
115859,1120,4.0
256463,4022,3.0
263506,4069,4.0
189952,3671,4.5
185800,4022,3.0
255894,4022,3.0
66850,1396,4.0
242760,3253,3.5
221405,4022,4.5
183433,115149,3.5
272593,762,1.5
236250,4022,4.5
201812,4022,3.0
82081,3253,1.0
253908,1197,2.0
33086,2471,1.0
193326,1120,3.5
17086,1120,3.0
280870,3671,2.0
88569,246,3.5
5077,204,1.0
17317,6502,3.0
69662,1801,4.0
25321,204,4.0
40239,1370,2.5
111245,3671,5.0
169352,122922,3.5
281674,1197,3.0
239411,3671,1.0
150142,1059,4.5
112420,3285,3.0
267323,1396,3.5
201610,589,3.0
261037,3285,4.0
133488,4022,2.0
268874,1197,3.5
239890,4022,2.0
142650,589,4.0
159670,97938,4.5
10319,1197,5.0
176380,1197,4.5
5948,589,5.0
280540,1370,4.0
249078,3671,2.0
139053,1197,3.0
118982,6502,3.5
137190,6502,4.5
224572,4022,3.0
123437,589,3.0
214536,3671,3.0
125637,1396,3.5
198644,1370,3.0
185371,1197,5.0
43285,4022,4.0
143956,589,4.5
17787,6502,4.0
123663,1370,2.5
159143,1370,3.5
182510,589,3.0
129923,115149,5.0
60705,3253,4.0
130474,204,3.0
117259,3671,3.5
250277,3253,4.0
193400,4022,4.5
220178,1197,4.0
126446,97938,3.5
173200,1396,3.0
128456,6502,4.5
31160,589,3.0
161373,122922,4.5
202139,1801,3.5
135454,1370,4.0
267329,589,3.5
271564,1396,2.0
236717,4022,4.0
202776,3253,3.0
53140,3671,1.0
196466,589,3.0
218575,115149,1.5
106711,3671,4.0
131371,1197,5.0
74796,4069,3.0
231335,3253,2.5
175221,1396,3.0
176808,589,5.0
143796,204,3.0
140711,1197,5.0
47380,3253,4.0
44078,6502,3.5
3394,4022,5.0
245307,6502,4.0
114997,1370,4.0
93575,589,3.0
224103,1396,5.0
237741,3253,3.5
175565,1396,2.0
180391,1059,3.0
49085,1396,3.0
235486,3253,4.5
46169,246,4.0
32411,4022,2.0
112725,1396,4.0
236454,4022,4.5
160319,115149,5.0
268688,3253,4.0
279097,1396,4.0
139913,589,4.0
227865,1801,3.0
212781,115149,4.5
90860,4022,3.0
109151,1197,4.0
192890,4069,4.0
218819,1197,3.5
78984,246,4.0
60273,1120,4.0
157870,1396,4.0
193697,1370,3.5
114281,115149,4.0
137490,1197,4.0
159752,1396,3.5
82359,1370,3.0
112717,3671,5.0
180165,762,1.0
7932,2471,2.5
2599,1370,5.0
26435,1197,3.0
196413,589,3.5
282074,1197,5.0
145717,1370,4.5
147127,589,4.0
253730,1197,5.0
265554,3671,3.0
184635,3285,3.5
82947,1197,4.5
55226,1370,3.0
217862,3253,3.5
77481,4022,4.5
32614,1197,3.5
57429,6502,4.0
40034,4022,4.0
113262,1801,4.0
125098,589,4.0
30689,6502,4.5
278343,1197,1.0
267679,4069,3.0
24447,1396,4.5
89916,3671,4.0
245441,589,4.0
29690,3671,3.0
139863,4022,4.0
112864,589,5.0
115465,4022,3.5
81809,3253,3.0
69440,1197,5.0
28666,3285,3.5
173481,4022,3.5
267167,4022,4.0
212978,3285,3.0
129524,4022,4.5
208352,1197,5.0
189477,1396,5.0
270436,1801,5.0
103079,1370,3.0
165633,4022,4.5
23526,115149,3.5
212756,2471,3.0
51150,1197,5.0
194236,6502,4.0
67303,3671,4.5
116079,3671,4.0
47622,122922,3.0
72103,1197,4.0
220647,1197,5.0
167040,3253,4.0
117546,1197,4.0
129721,204,2.0
241135,1396,3.5
26782,246,5.0
48133,4022,3.0
218746,4022,4.5
239033,1120,3.0
167597,589,5.0
45250,4022,5.0
139726,4069,2.0
179929,589,4.5
126174,1059,4.0
139639,4069,2.5
42079,1370,3.0
36358,1197,4.0
103389,3671,3.5
127326,1120,2.0
157283,1059,4.0
111169,2471,3.0
270833,3253,4.0
31670,589,3.5
70989,589,3.0
129875,4022,4.5
230727,3253,3.0
198316,122922,4.5
190797,1120,3.0
111758,3285,4.5
61648,2471,3.0
250215,589,5.0
241014,1197,5.0
49077,4069,2.5
39237,3285,4.0
14129,3671,2.0
132477,6502,3.5
259930,4022,3.0
216395,1396,4.0
194641,1396,3.0
30887,6502,4.5
256733,4022,4.0
164423,122922,3.5
270135,1370,3.5
43881,6502,3.5
204189,4022,3.0
238710,3253,3.0
128312,1370,3.5
240935,4022,5.0
108312,6502,5.0
89418,3253,2.0
48492,1370,3.5
118602,6502,3.5
32836,97938,4.0
15480,1059,4.0
218321,589,4.0
258150,3285,5.0
206278,1059,4.0
170557,1197,4.5
50632,6502,4.0
127420,204,3.0
61623,4069,1.0
89967,589,3.0
106422,1396,3.5
165663,1197,5.0
277645,6502,3.5
138072,3285,3.5
32361,3671,3.0
228819,2471,5.0
266987,589,4.0
153369,6502,4.0
12186,4022,2.5
146406,4069,1.0
39395,589,5.0
115780,1197,5.0
201610,4022,4.0
4208,762,3.5
100584,1801,4.0
103701,3253,2.0
7656,1197,5.0
8581,589,4.0
29254,97938,3.5
5077,246,3.0
212762,3253,5.0
220469,97938,4.0
68772,122922,3.5
72512,1059,4.0
115054,1396,3.0
17802,1370,2.0
4451,3285,2.0
266143,589,3.0
110275,115149,4.0
34237,589,5.0
114311,589,4.0
70600,589,5.0
260220,589,3.0
156086,6502,4.5
194032,3253,4.0
150215,204,1.0
97225,1197,4.5
241910,6502,5.0
180260,1059,4.5
278034,1370,4.0
127780,1801,1.0
184538,4069,2.0
100343,2471,2.5
120016,4022,5.0
181181,115149,3.0
76305,3253,4.0
163998,1801,3.0
60018,1396,4.0
211953,589,3.0
123350,589,3.5
119252,1197,4.0
181092,4022,3.5
36747,3285,2.5
93670,246,4.0
244773,1197,3.0
63167,122922,4.5
181159,4022,5.0
130474,246,5.0
221257,589,4.0
68856,3671,5.0
33765,3671,4.0
153359,3253,5.0
207590,589,4.0
195230,1059,5.0
133424,589,3.5
98157,6502,4.0
117486,3253,3.0
245441,115149,3.5
206548,1396,4.0
16147,3253,3.0
78936,4069,1.5
100072,589,4.0
178892,6502,5.0
120800,3253,2.0
176155,3671,4.0
126529,4022,3.5
95229,1120,3.5
265358,3671,5.0
146406,1059,4.5
70768,4022,4.0
251210,6502,4.5
182663,3671,2.5
67788,122922,4.5
92757,4022,4.5
8709,3253,3.0
230733,6502,3.5
47085,589,4.0
220787,1059,0.5
243040,4069,3.0
147161,589,4.0
80205,6502,4.0
211060,1396,3.0
1089,97938,3.5
229296,4022,2.5
133295,3253,4.0
239390,1197,4.0
257721,1370,3.0
18704,3285,2.0
140434,246,5.0
249761,1396,3.0
48228,589,3.5
118671,3285,3.0
88355,1370,2.0
204057,3285,4.0
169349,4022,3.0
159399,1197,5.0
254480,1370,4.0
149279,115149,2.5
45526,3253,2.5
47900,589,4.0
116175,3671,4.0
237948,3253,3.0
106509,3671,4.5
166286,3253,2.5
37672,97938,4.5
164277,97938,4.5
4312,204,4.0
281930,589,3.5
78401,589,2.5
200750,4022,4.0
1440,4069,1.5
253143,115149,5.0
276243,246,4.0
203049,204,1.5
139874,1370,4.0
40413,589,5.0
58522,1120,4.0
180205,1370,2.5
63227,589,5.0
230570,3253,3.5
244378,589,3.5
30608,3671,2.0
19503,3253,4.0
256515,3285,4.0
50231,589,3.5
268992,1370,3.0
40009,1370,4.0
268149,1197,4.0
145670,4022,3.0
210361,1370,5.0
228115,1059,0.5
255400,1396,3.0
261116,4022,1.5
83466,1059,2.0
74497,1801,1.0
145034,1197,5.0
139619,1396,4.0
28187,589,5.0
241135,3253,4.0
268935,1197,4.5
113951,589,3.0
177093,4022,4.5
180095,1370,4.0
214237,115149,3.5
25111,4022,4.5
213397,589,4.5
111372,4022,4.5
210273,1370,4.0
260363,4022,3.0
253730,246,3.0
273521,4022,5.0
254308,589,5.0
170074,204,2.0
185663,3253,3.5
146839,3253,4.5
261152,1370,3.0
244959,589,5.0
254406,1197,5.0
117268,3671,2.0
280821,4022,2.0
45287,1370,3.0
46579,1370,2.0
42114,589,3.0
155843,1197,3.0
49627,3671,5.0
27465,1801,3.0
98816,4069,4.0
73506,1059,1.0
144201,1396,3.0
282748,1370,4.0
173947,589,3.5
82622,3253,3.5
168429,4022,4.0
19548,115149,3.5
123436,1197,3.5
175036,1370,4.0
133129,3285,3.0
233562,115149,3.0
44951,6502,4.0
76929,4069,4.0
229504,1370,4.0
830,4022,3.5
164160,3671,3.5
30523,6502,4.0
134295,1197,4.5
230770,589,4.0
276554,1059,4.5
81533,204,1.5
124981,4022,4.0
8450,97938,2.5
270886,1120,4.0
153483,3253,4.0
257548,3253,5.0
2712,1801,0.5
262221,1396,4.0
261529,4022,4.5
79503,6502,4.0
38543,3285,1.0
215783,1396,4.0
147683,1197,4.0
7846,204,2.0
202841,589,4.0
8141,1197,4.5
247444,1120,3.0
206824,115149,4.5
5696,6502,4.0
280224,1120,2.5
184362,1801,5.0
80298,4022,3.0
276418,246,3.0
171635,589,3.5
75445,246,5.0
248038,4069,4.0
201568,3671,4.0
22357,1370,3.0
54591,589,2.5
156271,3671,4.0
247201,4069,4.5
108184,1370,3.5
123509,6502,3.5
76476,4022,3.0
65794,1801,3.5
82622,4022,3.0
78936,4022,3.5
75774,6502,4.5
130360,1197,3.5
149981,3671,3.0
241831,1370,3.0
173765,2471,3.5
23840,4022,2.5
229111,1197,5.0
128348,1059,4.5
87865,3253,3.0
272986,1370,3.5
23651,1396,2.0
25062,3253,5.0
177834,589,4.0
104077,589,1.0
590,1120,4.0
213910,3671,4.0
181758,204,3.5
162313,3285,3.0
126235,1197,4.0
112372,6502,4.5
267673,1370,3.0
266719,6502,4.0
257029,4022,4.5
70894,6502,4.5
157751,1801,4.0
31488,204,2.5
112528,3253,3.5
139293,1370,3.0
153023,3671,5.0
232700,3253,2.0
13509,1370,4.0
132675,1197,3.0
47409,1396,4.0
134455,589,4.0
195164,589,4.0
222697,97938,4.5
121551,1197,5.0
134391,6502,3.0
208986,589,4.5
18192,1396,3.5
262542,589,4.0
100863,1120,4.0
19947,3671,5.0
25535,3253,4.5
187340,246,4.0
280084,1396,4.0
179754,3671,3.5
280260,246,4.5
193815,4022,4.0
201866,1059,3.5
153795,4022,4.0
102123,6502,3.0
194683,3253,3.5
266564,246,4.0
50833,3671,4.0
92251,1396,3.0
107422,1396,4.0
78718,1120,3.5
269497,3253,2.5
137184,3671,4.5
155380,204,1.0
198869,1059,3.0
80001,97938,4.0
234622,3253,4.5
30503,762,2.0
49391,589,4.0
249979,115149,5.0
244513,3671,3.5
154054,3253,4.0
44487,6502,3.5
193111,3253,4.0
228536,3253,3.0
127058,1197,2.0
166405,204,2.0
79182,1120,4.0
188698,1120,5.0
200694,1197,3.5
141355,1120,4.0
70776,1197,4.0
175687,246,5.0
6836,3671,2.0
115576,115149,2.5
109531,204,1.0
132914,1370,5.0
136333,115149,3.5
85652,1370,4.0
63845,3285,3.0
12989,2471,3.5
257325,4022,4.0
31378,1197,5.0
129565,1396,3.0
91845,1370,4.0
269766,1801,3.0
243363,1370,1.0
982,1120,4.0
127697,122922,2.5
67326,1059,3.5
273937,97938,2.5
69645,1197,5.0
214079,589,5.0
129879,3671,1.0
118214,762,1.0
239954,1197,2.5
169842,589,3.5
265140,1197,5.0
178441,762,1.0
1272,589,3.0
45484,1197,4.0
171283,115149,3.0
153564,1197,5.0
260790,1370,4.0
18641,4022,3.0
265427,1370,3.5
158308,589,4.0
150027,3253,3.5
234582,3285,3.5
154288,4022,3.0
195212,122922,3.5
41595,1370,3.0
275095,1370,3.0
172218,1120,4.0
222873,1120,4.0
226163,589,3.0
225881,1801,4.0
140607,1059,4.5
23331,1370,4.5
109743,1197,5.0
173561,1396,3.5
241472,6502,1.0
78336,4022,3.0
11458,589,3.0
